zip,primary_city,state,county,latitude,longitude,irs_estimated_population
22642,Linden,VA,Warren County,38.9,-78.07,4300
22643,Markham,VA,Fauquier County,38.9,-78,360
22644,Maurertown,VA,Shenandoah County,38.98,-78.51,2060
22645,Middletown,VA,Frederick County,39.02,-78.27,3870
22646,Millwood,VA,Clarke County,39.06,-78.03,408
22649,Middletown,VA,Frederick County,39.02,-78.27,0
22650,Rileyville,VA,Page County,38.76,-78.38,820
22652,Fort Valley,VA,Shenandoah County,38.84,-78.42,1290
22654,Star Tannery,VA,Frederick County,39.08,-78.45,720
22655,Stephens City,VA,Frederick County,39.09,-78.22,20880
22656,Stephenson,VA,Frederick County,39.2,-78.09,4920
22657,Strasburg,VA,Shenandoah County,38.98,-78.35,10630
22660,Toms Brook,VA,Shenandoah County,38.94,-78.43,1570
22663,White Post,VA,Frederick County,39.05,-78.1,1570
22664,Woodstock,VA,Shenandoah County,38.87,-78.51,8220
22701,Culpeper,VA,Culpeper County,38.47,-78,33370
22709,Aroda,VA,Madison County,38.32,-78.24,910
22711,Banco,VA,Madison County,38.47,-78.27,119
22712,Bealeton,VA,Fauquier County,38.57,-77.76,9760
22713,Boston,VA,Culpeper County,38.54,-78.14,1310
22714,Brandy Station,VA,Culpeper County,38.52,-77.89,970
22715,Brightwood,VA,Madison County,38.41,-78.16,1080
22716,Castleton,VA,Rappahannock County,38.6,-78.1,720
22718,Elkwood,VA,Culpeper County,38.51,-77.85,660
22719,Etlan,VA,Madison County,38.52,-78.26,280
22720,Goldvein,VA,Fauquier County,38.44,-77.65,880
22721,Graves Mill,VA,Madison County,38.39,-78.28,0
22722,Haywood,VA,Madison County,38.47,-78.23,176
22723,Hood,VA,Madison County,38.35,-78.38,196
22724,Jeffersonton,VA,Culpeper County,38.63,-77.91,2310
22725,Leon,VA,Madison County,38.45,-78.15,70
22726,Lignum,VA,Culpeper County,38.41,-77.82,740
22727,Madison,VA,Madison County,38.37,-78.25,4910
22728,Midland,VA,Fauquier County,38.59,-77.72,2900
22729,Mitchells,VA,Culpeper County,38.37,-78,172
22730,Oakpark,VA,Madison County,38.36,-78.16,151
22731,Pratts,VA,Madison County,38.34,-78.26,210
22732,Radiant,VA,Madison County,38.31,-78.19,290
22733,Rapidan,VA,Culpeper County,38.31,-78.06,1200
22734,Remington,VA,Fauquier County,38.53,-77.8,3160
22735,Reva,VA,Culpeper County,38.49,-78.13,1980
22736,Richardsville,VA,Culpeper County,38.4,-77.72,570
22737,Rixeyville,VA,Culpeper County,38.58,-77.97,3130
22738,Rochelle,VA,Madison County,38.29,-78.27,950
22739,Somerville,VA,Fauquier County,38.52,-77.6,63
22740,Sperryville,VA,Rappahannock County,38.67,-78.25,1090
22741,Stevensburg,VA,Culpeper County,38.43,-77.87,200
22742,Sumerduck,VA,Fauquier County,38.46,-77.72,1610
22743,Syria,VA,Madison County,38.48,-78.32,205
22746,Viewtown,VA,Rappahannock County,38.63,-78.03,269
22747,Washington,VA,Rappahannock County,38.71,-78.15,1010
22748,Wolftown,VA,Madison County,38.35,-78.34,164
22749,Woodville,VA,Rappahannock County,38.6,-78.17,290
22801,Harrisonburg,VA,Harrisonburg city,38.43,-78.87,28150
22802,Harrisonburg,VA,Harrisonburg city,38.49,-78.86,23930
22803,Harrisonburg,VA,Harrisonburg City,38.51,-78.94,987
22807,Harrisonburg,VA,Harrisonburg city,38.43,-78.87,49
22810,Basye,VA,Shenandoah County,38.83,-78.8,890
22811,Bergton,VA,Rockingham County,38.79,-78.96,440
22812,Bridgewater,VA,Rockingham County,38.38,-78.96,7530
22815,Broadway,VA,Rockingham County,38.6,-78.79,8370
22820,Criders,VA,Rockingham County,38.75,-79,180
22821,Dayton,VA,Rockingham County,38.47,-79.08,5390
22824,Edinburg,VA,Shenandoah County,38.82,-78.56,5550
22827,Elkton,VA,Rockingham County,38.41,-78.61,9570
22830,Fulks Run,VA,Rockingham County,38.63,-78.98,1500
22831,Hinton,VA,Rockingham County,38.48,-79,730
22832,Keezletown,VA,Rockingham County,38.45,-78.76,1020
22833,Lacey Spring,VA,Rockingham County,38.54,-78.73,127
22834,Linville,VA,Rockingham County,38.56,-78.86,1240
22835,Luray,VA,Page County,38.66,-78.45,9860
22840,Mc Gaheysville,VA,Rockingham County,38.36,-78.74,4310
22841,Mount Crawford,VA,Rockingham County,38.35,-78.94,2650
22842,Mount Jackson,VA,Shenandoah County,38.74,-78.63,4530
22843,Mount Solon,VA,Augusta County,38.36,-79.16,2170
22844,New Market,VA,Shenandoah County,38.64,-78.67,3920
22845,Orkney Springs,VA,Shenandoah County,38.79,-78.82,55
22846,Penn Laird,VA,Rockingham County,38.36,-78.79,2200
22847,Quicksburg,VA,Shenandoah County,38.73,-78.72,900
22848,Pleasant Valley,VA,Rockingham County,38.36,-78.87,30
22849,Shenandoah,VA,Page County,38.48,-78.62,4240
22850,Singers Glen,VA,Rockingham County,38.56,-78.92,900
22851,Stanley,VA,Page County,38.57,-78.5,5000
22853,Timberville,VA,Rockingham County,38.63,-78.77,4040
22901,Charlottesville,VA,Albemarle County,38.09,-78.56,32510
22902,Charlottesville,VA,Charlottesville city,38.03,-78.48,19530
22903,Charlottesville,VA,Charlottesville city,38.01,-78.6,26010
22904,Charlottesville,VA,Albemarle County,38.03,-78.52,179
22905,Charlottesville,VA,Charlottesville City,38.03,-78.48,487
22906,Charlottesville,VA,Charlottesville City,38.03,-78.48,994
22907,Charlottesville,VA,Charlottesville City,38.03,-78.48,0
22908,Charlottesville,VA,Charlottesville City,38.03,-78.48,19
22909,Charlottesville,VA,Charlottesville City,38.03,-78.48,0
22910,Charlottesville,VA,Charlottesville City,38.03,-78.48,0
22911,Charlottesville,VA,Albemarle County,38.1,-78.41,17710
22920,Afton,VA,Nelson County,38.03,-78.83,3630
22922,Arrington,VA,Nelson County,37.68,-78.9,1640
22923,Barboursville,VA,Greene County,38.17,-78.28,5410
22924,Batesville,VA,Albemarle County,38.01,-78.63,349
22931,Covesville,VA,Albemarle County,37.89,-78.7,350
22932,Crozet,VA,Albemarle County,38.06,-78.69,9220
22935,Dyke,VA,Greene County,38.26,-78.57,940
22936,Earlysville,VA,Albemarle County,38.15,-78.48,5250
22937,Esmont,VA,Albemarle County,37.83,-78.6,1150
22938,Faber,VA,Nelson County,37.85,-78.75,1130
22939,Fishersville,VA,Augusta County,38.09,-78.96,5610
22940,Free Union,VA,Albemarle County,38.16,-78.56,1130
22942,Gordonsville,VA,Louisa County,38.13,-78.18,8380
22943,Greenwood,VA,Albemarle County,38.05,-78.77,540
22945,Ivy,VA,Albemarle County,38.05,-78.59,444
22946,Keene,VA,Albemarle County,37.86,-78.57,260
22947,Keswick,VA,Albemarle County,38.02,-78.35,4780
22948,Locust Dale,VA,Madison County,38.36,-78.13,230
22949,Lovingston,VA,Nelson County,37.77,-78.88,1230
22952,Lyndhurst,VA,Augusta County,37.96,-78.96,1830
22957,Montpelier Station,VA,Orange County,38.19,-78.11,117
22958,Nellysford,VA,Nelson County,37.9,-78.9,1810
22959,North Garden,VA,Albemarle County,37.94,-78.63,1560
22960,Orange,VA,Orange County,38.24,-78.11,9410
22963,Palmyra,VA,Fluvanna County,37.86,-78.26,15210
22964,Piney River,VA,Nelson County,37.71,-79.02,230
22965,Quinque,VA,Greene County,38.25,-78.38,268
22967,Roseland,VA,Nelson County,37.8,-79.01,1930
22968,Ruckersville,VA,Greene County,38.23,-78.37,10100
22969,Schuyler,VA,Nelson County,37.79,-78.69,1170
22971,Shipman,VA,Nelson County,37.72,-78.83,1440
22972,Somerset,VA,Orange County,38.22,-78.23,380
22973,Stanardsville,VA,Greene County,38.3,-78.43,5560
22974,Troy,VA,Fluvanna County,37.94,-78.24,4200
22976,Tyro,VA,Nelson County,37.81,-79.06,240
22980,Waynesboro,VA,Waynesboro city,38.06,-78.9,29230
22987,White Hall,VA,Albemarle County,38.11,-78.66,45
22989,Woodberry Forest,VA,Madison County,38.29,-78.13,195
23001,Achilles,VA,Gloucester County,37.28,-76.44,326
23002,Amelia Court House,VA,Amelia County,37.34,-77.96,9690
23003,Ark,VA,Gloucester County,37.43,-76.57,810
23004,Arvonia,VA,Buckingham County,37.66,-78.41,720
23005,Ashland,VA,Hanover County,37.76,-77.47,15360
23009,Aylett,VA,King William County,37.77,-77.12,6890
23011,Barhamsville,VA,New Kent County,37.45,-76.84,970
23014,Beaumont,VA,Powhatan County,37.76,-78.02,0
23015,Beaverdam,VA,Hanover County,37.93,-77.63,4200
23018,Bena,VA,Gloucester County,37.27,-76.45,480
23021,Bohannon,VA,Mathews County,37.39,-76.35,190
23022,Bremo Bluff,VA,Fluvanna County,37.71,-78.29,610
23023,Bruington,VA,King and Queen County,37.77,-76.93,320
23024,Bumpass,VA,Louisa County,37.96,-77.73,7820
23025,Cardinal,VA,Mathews County,37.42,-76.37,250
23027,Cartersville,VA,Cumberland County,37.66,-78.1,1200
23030,Charles City,VA,Charles City County,37.34,-77.07,4070
23031,Christchurch,VA,Middlesex County,37.57,-76.6,93
23032,Church View,VA,Middlesex County,37.67,-76.68,240
23035,Cobbs Creek,VA,Mathews County,37.5,-76.39,1240
23038,Columbia,VA,Goochland County,37.75,-78.16,1560
23039,Crozier,VA,Goochland County,37.63,-77.79,1040
23040,Cumberland,VA,Cumberland County,37.49,-78.24,4040
23043,Deltaville,VA,Middlesex County,37.55,-76.32,1440
23045,Diggs,VA,Mathews County,37.43,-76.27,87
23047,Doswell,VA,Hanover County,37.86,-77.46,2010
23050,Dutton,VA,Mathews County,37.5,-76.44,710
23055,Fork Union,VA,Fluvanna County,37.76,-78.26,940
23056,Foster,VA,Mathews County,37.45,-76.38,330
23058,Glen Allen,VA,Henrico County,37.66,-77.48,699
23059,Glen Allen,VA,Henrico County,37.7,-77.57,37810
23060,Glen Allen,VA,Henrico County,37.66,-77.48,36320
23061,Gloucester,VA,Gloucester County,37.43,-76.54,18890
23062,Gloucester Point,VA,Gloucester County,37.26,-76.49,2420
23063,Goochland,VA,Goochland County,37.68,-77.88,4510
23064,Grimstead,VA,Mathews County,37.5,-76.3,180
23065,Gum Spring,VA,Goochland County,37.77,-77.89,1470
23066,Gwynn,VA,Mathews County,37.5,-76.28,361
23067,Hadensville,VA,Goochland County,37.82,-77.99,135
23068,Hallieford,VA,Mathews County,37.5,-76.33,230
23069,Hanover,VA,Hanover County,37.76,-77.37,2960
23070,Hardyville,VA,Middlesex County,37.55,-76.38,370
23071,Hartfield,VA,Middlesex County,37.55,-76.44,1450
23072,Hayes,VA,Gloucester County,37.29,-76.45,10210
23075,Henrico,VA,Henrico County,37.55,-77.32,8850
23076,Hudgins,VA,Mathews County,37.47,-76.32,650
23079,Jamaica,VA,Middlesex County,37.71,-76.69,260
23081,Jamestown,VA,James City County,37.22,-76.76,0
23083,Jetersville,VA,Amelia County,37.29,-78.09,1830
23084,Kents Store,VA,Fluvanna County,37.87,-78.12,1700
23085,King And Queen Court House,VA,King and Queen County,37.72,-76.84,330
23086,King William,VA,King William County,37.68,-77.01,3020
23089,Lanexa,VA,New Kent County,37.42,-76.9,4820
23090,Lightfoot,VA,James City,37.34,-76.75,501
23091,Little Plymouth,VA,King and Queen County,37.66,-76.8,260
23092,Locust Hill,VA,Middlesex County,37.59,-76.5,470
23093,Louisa,VA,Louisa County,38.01,-77.99,12230
23101,Macon,VA,Powhatan County,37.52,-77.96,22
23102,Maidens,VA,Goochland County,37.71,-77.83,2810
23103,Manakin Sabot,VA,Goochland County,37.64,-77.7,5800
23105,Mannboro,VA,Amelia County,37.25,-77.82,0
23106,Manquin,VA,King William County,37.7,-77.15,1130
23107,Maryus,VA,Gloucester County,37.27,-76.4,0
23108,Mascot,VA,King and Queen County,37.62,-76.7,131
23109,Mathews,VA,Mathews County,37.43,-76.32,1900
23110,Mattaponi,VA,King and Queen County,37.53,-76.77,580
23111,Mechanicsville,VA,Hanover County,37.62,-77.35,35560
23112,Midlothian,VA,Chesterfield County,37.43,-77.66,51730
23113,Midlothian,VA,Chesterfield County,37.54,-77.68,26240
23114,Midlothian,VA,Chesterfield County,37.48,-77.65,20060
23115,Millers Tavern,VA,Essex County,37.81,-76.91,483
23116,Mechanicsville,VA,Hanover County,37.68,-77.34,31620
23117,Mineral,VA,Louisa County,38,-77.9,8930
23119,Moon,VA,Mathews County,37.45,-76.28,260
23120,Moseley,VA,Chesterfield County,37.41,-77.77,13840
23123,New Canton,VA,Buckingham County,37.7,-78.3,1430
23124,New Kent,VA,New Kent County,37.51,-76.97,4680
23125,New Point,VA,Mathews County,37.34,-76.28,117
23126,Newtown,VA,King and Queen County,37.91,-77.12,430
23127,Norge,VA,James City County,37.36,-76.77,326
23128,North,VA,Mathews County,37.44,-76.43,980
23129,Oilville,VA,Goochland County,37.7,-77.78,440
23130,Onemo,VA,Mathews County,37.39,-76.27,136
23131,Ordinary,VA,Gloucester County,37.31,-76.51,235
23138,Port Haywood,VA,Mathews County,37.38,-76.31,830
23139,Powhatan,VA,Powhatan County,37.54,-77.92,25560
23140,Providence Forge,VA,New Kent County,37.44,-77.04,5570
23141,Quinton,VA,New Kent County,37.53,-77.11,8520
23146,Rockville,VA,Hanover County,37.72,-77.67,3010
23147,Ruthville,VA,Charles City,37.36,-77.04,209
23148,Saint Stephens Church,VA,King and Queen County,37.8,-77.05,1390
23149,Saluda,VA,Middlesex County,37.6,-76.59,2340
23150,Sandston,VA,Henrico County,37.51,-77.27,11310
23153,Sandy Hook,VA,Goochland County,37.75,-77.91,1520
23154,Schley,VA,Gloucester County,37.39,-76.44,44
23155,Severn,VA,Gloucester County,37.29,-76.41,0
23156,Shacklefords,VA,King and Queen County,37.54,-76.73,1420
23160,State Farm,VA,Powhatan County,37.63,-77.85,19
23161,Stevensville,VA,King and Queen County,37.72,-76.92,126
23162,Studley,VA,Hanover County,37.67,-77.29,215
23163,Susan,VA,Mathews County,37.36,-76.31,200
23168,Toano,VA,James City County,37.37,-76.8,8230
23169,Topping,VA,Middlesex County,37.59,-76.46,940
23170,Trevilians,VA,Louisa County,38.05,-78.07,42
23173,Richmond,VA,Richmond city,37.58,-77.54,108
23175,Urbanna,VA,Middlesex County,37.65,-76.63,1660
23176,Wake,VA,Middlesex County,37.56,-76.42,570
23177,Walkerton,VA,King and Queen County,37.72,-77.02,590
23178,Ware Neck,VA,Gloucester County,37.4,-76.45,168
23180,Water View,VA,Middlesex County,37.72,-76.61,350
23181,West Point,VA,King William County,37.55,-76.8,5230
23183,White Marsh,VA,Gloucester County,37.34,-76.52,823
23184,Wicomico,VA,Gloucester County,37.29,-76.51,840
23185,Williamsburg,VA,James City County,37.27,-76.7,40960
23186,Williamsburg,VA,Williamsburg City,37.27,-76.7,48
23187,Williamsburg,VA,Williamsburg city,37.27,-76.72,1002
23188,Williamsburg,VA,James City County,37.35,-76.77,42290
23190,Woods Cross Roads,VA,Gloucester County,37.43,-76.54,26
23192,Montpelier,VA,Hanover County,37.81,-77.67,6460
23218,Richmond,VA,Richmond City,37.55,-77.46,413
23219,Richmond,VA,Richmond city,37.54,-77.44,2860
23220,Richmond,VA,Richmond city,37.55,-77.46,18960
23221,Richmond,VA,Richmond city,37.55,-77.49,12420
23222,Richmond,VA,Richmond city,37.58,-77.42,20290
23223,Richmond,VA,Henrico County,37.56,-77.38,40820
23224,Richmond,VA,Richmond city,37.5,-77.47,29150
23225,Richmond,VA,Richmond city,37.52,-77.51,32710
23226,Richmond,VA,Richmond city,37.58,-77.52,15410
23227,Richmond,VA,Henrico County,37.61,-77.44,20850
23228,Henrico,VA,Henrico County,37.63,-77.49,30520
23229,Henrico,VA,Henrico County,37.59,-77.57,32120
23230,Richmond,VA,Henrico County,37.59,-77.49,6390
23231,Henrico,VA,Henrico County,37.44,-77.32,32750
23232,Richmond,VA,Richmond City,37.55,-77.46,21
23233,Henrico,VA,Henrico County,37.65,-77.62,30810
23234,Richmond,VA,Chesterfield County,37.45,-77.47,38340
23235,Richmond,VA,Chesterfield County,37.51,-77.56,30750
23236,Richmond,VA,Chesterfield County,37.48,-77.59,26310
23237,Richmond,VA,Chesterfield County,37.4,-77.45,21770
23238,Henrico,VA,Henrico County,37.6,-77.65,23660
23240,Richmond,VA,Richmond City,37.55,-77.46,0
23241,Richmond,VA,Richmond City,37.55,-77.46,114
23242,Henrico,VA,Henrico County,37.55,-77.46,244
23249,Richmond,VA,Richmond City,37.55,-77.46,0
23250,Richmond,VA,Henrico County,37.5,-77.32,66
23255,Henrico,VA,Henrico County,37.55,-77.46,414
23260,Richmond,VA,Richmond City,37.55,-77.46,369
23261,Richmond,VA,Richmond City,37.55,-77.46,713
23269,Richmond,VA,Richmond City,37.55,-77.46,0
23273,Henrico,VA,Henrico County,37.55,-77.46,19
23274,Richmond,VA,Richmond City,37.55,-77.46,0
23276,Richmond,VA,Richmond City,37.55,-77.46,0
23278,Richmond,VA,Richmond City,37.55,-77.46,0
23279,Richmond,VA,Richmond City,37.55,-77.46,0
23282,Richmond,VA,Richmond City,37.55,-77.46,0
23284,Richmond,VA,Richmond City,37.55,-77.46,0
23285,Richmond,VA,Richmond City,37.55,-77.46,66
23286,Richmond,VA,Richmond City,37.55,-77.46,0
23288,Henrico,VA,Henrico County,37.55,-77.46,31
23289,Richmond,VA,Richmond City,37.55,-77.46,0
23290,Richmond,VA,Richmond City,37.55,-77.46,0
23291,Richmond,VA,Richmond City,37.55,-77.46,0
23292,Richmond,VA,Richmond City,37.55,-77.46,0
23293,Richmond,VA,Richmond City,37.55,-77.46,0
23294,Henrico,VA,Henrico County,37.63,-77.54,15610
23295,Richmond,VA,Richmond City,37.55,-77.45,0
23297,Richmond,VA,Richmond City,37.55,-77.46,0
23298,Richmond,VA,Richmond City,37.55,-77.46,31
23301,Accomac,VA,Accomack County,37.71,-75.66,1520
23302,Assawoman,VA,Accomack County,37.87,-75.52,153
23303,Atlantic,VA,Accomack County,37.9,-75.5,750
23304,Battery Park,VA,Isle of Wight County,37,-76.57,196
23306,Belle Haven,VA,Accomack County,37.56,-75.87,970
23307,Birdsnest,VA,Northampton County,37.43,-75.88,440
23308,Bloxom,VA,Accomack County,37.83,-75.62,1370
23310,Cape Charles,VA,Northampton County,37.27,-76.01,2920
23313,Capeville,VA,Northampton County,37.2,-75.95,196
23314,Carrollton,VA,Isle of Wight County,36.94,-76.56,8800
23315,Carrsville,VA,Isle of Wight County,36.71,-76.82,1320
23316,Cheriton,VA,Northampton County,37.28,-75.96,1567
23320,Chesapeake,VA,Chesapeake city,36.75,-76.22,53330
23321,Chesapeake,VA,Chesapeake city,36.8,-76.42,35100
23322,Chesapeake,VA,Chesapeake city,36.62,-76.23,61850
23323,Chesapeake,VA,Chesapeake city,36.67,-76.3,39150
23324,Chesapeake,VA,Chesapeake city,36.8,-76.27,20290
23325,Chesapeake,VA,Chesapeake city,36.81,-76.24,15540
23326,Chesapeake,VA,Chesapeake City,36.67,-76.3,0
23327,Chesapeake,VA,Chesapeake City,36.67,-76.3,577
23328,Chesapeake,VA,Chesapeake City,36.67,-76.3,478
23336,Chincoteague Island,VA,Accomack County,37.95,-75.33,2840
23337,Wallops Island,VA,Accomack County,37.93,-75.49,360
23341,Craddockville,VA,Accomack County,37.6,-75.86,218
23345,Davis Wharf,VA,Accomack County,37.56,-75.88,0
23347,Eastville,VA,Northampton County,37.35,-75.94,1224
23350,Exmore,VA,Northampton County,37.53,-75.82,2720
23354,Franktown,VA,Northampton County,37.46,-75.91,410
23356,Greenbackville,VA,Accomack County,38,-75.41,1320
23357,Greenbush,VA,Accomack County,37.76,-75.67,620
23358,Hacksneck,VA,Accomack County,37.66,-75.86,41
23359,Hallwood,VA,Accomack County,37.87,-75.58,450
23389,Harborton,VA,Accomack County,37.66,-75.84,124
23395,Horntown,VA,Accomack County,37.97,-75.46,590
23396,Oak Hall,VA,Accomack County,37.93,-75.54,0
23397,Isle Of Wight,VA,Isle of Wight County,36.9,-76.7,0
23398,Jamesville,VA,Northampton County,37.52,-75.94,281
23399,Jenkins Bridge,VA,Accomack County,37.91,-75.63,0
23401,Keller,VA,Accomack County,37.62,-75.76,372
23404,Locustville,VA,Accomack County,37.65,-75.67,116
23405,Machipongo,VA,Northampton County,37.4,-75.9,790
23407,Mappsville,VA,Accomack County,37.84,-75.58,551
23408,Marionville,VA,Northampton County,37.45,-75.84,115
23409,Mears,VA,Accomack County,37.89,-75.66,67
23410,Melfa,VA,Accomack County,37.64,-75.74,1730
23412,Modest Town,VA,Accomack County,37.81,-75.57,68
23413,Nassawadox,VA,Northampton County,37.47,-75.86,1040
23414,Nelsonia,VA,Accomack County,37.81,-75.58,407
23415,New Church,VA,Accomack County,37.97,-75.53,1390
23416,Oak Hall,VA,Accomack County,37.93,-75.54,410
23417,Onancock,VA,Accomack County,37.7,-75.74,2940
23418,Onley,VA,Accomack County,37.69,-75.71,1390
23419,Oyster,VA,Northampton County,37.28,-75.92,0
23420,Painter,VA,Accomack County,37.58,-75.78,1720
23421,Parksley,VA,Accomack County,37.78,-75.65,3330
23422,Pungoteague,VA,Accomack County,37.62,-75.81,522
23423,Quinby,VA,Accomack County,37.55,-75.73,269
23424,Rescue,VA,Isle of Wight County,36.99,-76.55,222
23426,Sanford,VA,Accomack County,37.92,-75.66,166
23427,Saxis,VA,Accomack County,37.92,-75.72,237
23429,Seaview,VA,Northampton County,37.27,-75.95,0
23430,Smithfield,VA,Isle of Wight County,36.98,-76.61,16820
23431,Smithfield,VA,Isle of Wight County,36.98,-76.61,465
23432,Suffolk,VA,Suffolk city,36.88,-76.55,1470
23433,Suffolk,VA,Suffolk city,36.92,-76.46,1250
23434,Suffolk,VA,Suffolk city,36.7,-76.63,44100
23435,Suffolk,VA,Suffolk city,36.84,-76.48,29490
23436,Suffolk,VA,Suffolk city,36.89,-76.51,910
23437,Suffolk,VA,Suffolk city,36.63,-76.8,3940
23438,Suffolk,VA,Suffolk city,36.58,-76.7,1690
23439,Suffolk,VA,Suffolk City,36.7,-76.63,1016
23440,Tangier,VA,Accomack County,37.82,-75.99,512
23441,Tasley,VA,Accomack County,37.71,-75.7,555
23442,Temperanceville,VA,Accomack County,37.89,-75.54,860
23443,Townsend,VA,Northampton County,37.18,-75.95,194
23450,Virginia Beach,VA,Virginia Beach City,36.73,-76.04,851
23451,Virginia Beach,VA,Virginia Beach city,36.87,-76.01,37610
23452,Virginia Beach,VA,Virginia Beach city,36.85,-76.09,52720
23453,Virginia Beach,VA,Virginia Beach city,36.78,-76.08,32740
23454,Virginia Beach,VA,Virginia Beach city,36.82,-76.03,53080
23455,Virginia Beach,VA,Virginia Beach city,36.89,-76.15,43600
23456,Virginia Beach,VA,Virginia Beach city,36.73,-76.04,56380
23457,Virginia Beach,VA,Virginia Beach city,36.61,-76.02,4270
23458,Virginia Beach,VA,Virginia Beach City,36.73,-76.04,155
23459,Virginia Beach,VA,Virginia Beach city,36.92,-76.02,589
23460,Virginia Beach,VA,Virginia Beach city,36.81,-76.03,865
23461,Virginia Beach,VA,Virginia Beach city,36.78,-75.96,282
23462,Virginia Beach,VA,Virginia Beach city,36.84,-76.15,57250
23463,Virginia Beach,VA,Virginia Beach City,36.73,-76.04,57
23464,Virginia Beach,VA,Virginia Beach city,36.8,-76.19,68640
23465,Virginia Beach,VA,Virginia Beach City,36.73,-76.04,74
23466,Virginia Beach,VA,Virginia Beach City,36.73,-76.04,604
23467,Virginia Beach,VA,Virginia Beach City,36.73,-76.04,508
23471,Virginia Beach,VA,Virginia Beach City,36.73,-76.04,824
23479,Virginia Beach,VA,Virginia Beach City,36.73,-76.04,0
23480,Wachapreague,VA,Accomack County,37.62,-75.69,372
23482,Wardtown,VA,Northampton County,37.5,-75.87,0
23483,Wattsville,VA,Accomack County,37.9,-75.5,80
23486,Willis Wharf,VA,Northampton County,37.51,-75.81,227
23487,Windsor,VA,Isle of Wight County,36.8,-76.73,5740
23488,Withams,VA,Accomack County,37.95,-75.6,190
23501,Norfolk,VA,Norfolk City,36.84,-76.28,893
23502,Norfolk,VA,Norfolk city,36.86,-76.2,17230
23503,Norfolk,VA,Norfolk city,36.95,-76.27,25050
23504,Norfolk,VA,Norfolk city,36.86,-76.27,16000
23505,Norfolk,VA,Norfolk city,36.91,-76.29,22260
23506,Norfolk,VA,Norfolk City,36.84,-76.28,0
23507,Norfolk,VA,Norfolk city,36.86,-76.3,4830
23508,Norfolk,VA,Norfolk city,36.88,-76.31,11620
23509,Norfolk,VA,Norfolk city,36.88,-76.26,11170
23510,Norfolk,VA,Norfolk city,36.85,-76.29,5920
23511,Norfolk,VA,Norfolk city,36.91,-76.33,1830
23512,Norfolk,VA,Norfolk City,36.84,-76.28,33
23513,Norfolk,VA,Norfolk city,36.89,-76.24,25020
23514,Norfolk,VA,Norfolk City,36.84,-76.28,242
23515,Norfolk,VA,Norfolk City,36.84,-76.28,59
23517,Norfolk,VA,Norfolk city,36.87,-76.29,4000
23518,Norfolk,VA,Norfolk city,36.92,-76.22,26300
23519,Norfolk,VA,Norfolk City,36.84,-76.28,0
23520,Norfolk,VA,Norfolk City,36.84,-76.28,0
23521,Norfolk,VA,Virginia Beach City,36.84,-76.28,1005
23523,Norfolk,VA,Norfolk city,36.84,-76.28,5970
23529,Norfolk,VA,Norfolk City,36.84,-76.28,14
23541,Norfolk,VA,Norfolk City,36.84,-76.28,408
23551,Norfolk,VA,Norfolk city,36.92,-76.29,151
23601,Newport News,VA,Newport News city,37.04,-76.48,22350
23602,Newport News,VA,Newport News city,37.11,-76.52,36660
23603,Newport News,VA,Newport News city,37.19,-76.56,3200
23604,Fort Eustis,VA,Newport News city,37.12,-76.59,3550
23605,Newport News,VA,Newport News city,37.02,-76.44,11200
23606,Newport News,VA,Newport News city,37.07,-76.51,23570
23607,Newport News,VA,Newport News city,36.97,-76.42,16210
23608,Newport News,VA,Newport News city,37.15,-76.54,38960
23609,Newport News,VA,Newport News City,37.07,-76.51,526
23612,Newport News,VA,Newport News City,37.07,-76.51,163
23628,Newport News,VA,Newport News City,37.07,-76.51,0
23630,Hampton,VA,Hampton City,37.04,-76.29,0
23651,Fort Monroe,VA,Hampton city,37.01,-76.3,440
23661,Hampton,VA,Hampton city,37.01,-76.39,11350
23662,Poquoson,VA,Poquoson city,37.12,-76.34,11900
23663,Hampton,VA,Hampton city,37.03,-76.31,10970
23664,Hampton,VA,Hampton city,37.04,-76.29,9040
23665,Hampton,VA,York County,37.08,-76.37,5410
23666,Hampton,VA,Hampton city,37.06,-76.41,45360
23667,Hampton,VA,Hampton City,37.04,-76.29,48
23668,Hampton,VA,Hampton City,37.04,-76.29,55
23669,Hampton,VA,Hampton city,37.05,-76.34,32880
23670,Hampton,VA,Hampton City,37.04,-76.29,338
23681,Hampton,VA,Hampton City,37.04,-76.29,0
23690,Yorktown,VA,York County,37.23,-76.5,3230
23691,Yorktown,VA,York County,37.26,-76.55,200
23692,Yorktown,VA,York County,37.19,-76.46,18680
23693,Yorktown,VA,York County,37.12,-76.45,23140
23694,Lackey,VA,York County,37.23,-76.54,183
23696,Seaford,VA,York County,37.19,-76.43,3690
23701,Portsmouth,VA,Portsmouth city,36.81,-76.37,20390
23702,Portsmouth,VA,Portsmouth city,36.8,-76.33,9440
23703,Portsmouth,VA,Portsmouth city,36.89,-76.37,23760
23704,Portsmouth,VA,Portsmouth city,36.82,-76.31,13930
23705,Portsmouth,VA,Portsmouth City,36.83,-76.29,327
23707,Portsmouth,VA,Portsmouth city,36.84,-76.34,11870
23708,Portsmouth,VA,Portsmouth city,36.85,-76.31,278
23709,Portsmouth,VA,Portsmouth city,36.81,-76.31,57
23801,Fort Lee,VA,Prince George County,37.23,-77.33,5380
23803,Petersburg,VA,Petersburg city,37.21,-77.5,31780
23804,Petersburg,VA,Petersburg City,37.2,-77.39,594
